City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
"Jakarta, Indonesia",57.4,41.45,47.22,62.97,48.43,16.85,57.25,86.43,9.62,2017
"Bangkok, Thailand",57.3,49.07,51.44,82.16,49.65,19.45,50.69,72.28,-35.99,2017
"Kolkata, India",52.2,57.86,48.89,55.52,26.53,11.08,71.62,81.05,-22.75,2017
"Nairobi, Kenya",50.1,28.64,36.11,58.68,42.4,59.4,62.6,74.23,91.57,2017
"Mumbai, India",50.07,71.97,52.19,63.35,30.2,32.9,63.07,87.55,-2.61,2017
"Kuala Lumpur, Malaysia",35.05,81.35,30.41,62.07,42.85,8.94,44.62,75.57,-94.64,2017
"Ho Chi Minh City, Vietnam",32.2,32.45,41.89,52.44,43.27,21.65,30.62,94.64,-27.99,2017
"Manila, Philippines",31.41,47.8,39.08,68.31,40.43,12.19,57.59,92.51,-47.67,2017
"Dhaka, Bangladesh",24.13,38.59,30.89,38.88,37.3,14.86,62.33,95.35,-10.49,2017
"Caracas, Venezuela",0.0,2.99,13.39,35.73,38.85,254.08,49.5,77.37,91.17,2017
"Canberra, Australia",221.32,139.38,78.82,83.87,80.9,6.23,22.65,13.89,82.58,2018
"Wellington, New Zealand",208.39,118.59,70.08,71.42,80.87,5.87,26.63,11.86,97.6,2018
"Raleigh, NC, United States",208.38,131.99,71.88,78.23,71.4,2.95,31.54,20.5,83.66,2018
"Eindhoven, Netherlands",208.04,119.87,75.68,86.76,78.72,5.23,27.94,20.74,85.33,2018
"Zurich, Switzerland",202.37,142.7,80.99,74.74,141.25,9.87,35.59,16.05,82.16,2018
"Ottawa, Canada",201.27,145.32,76.05,72.85,69.91,5.02,35.48,13.65,44.46,2018
"Brisbane, Australia",198.29,130.41,65.13,80.71,82.17,6.81,41.88,23.08,97.91,2018
"San Diego, CA, United States",197.12,142.72,66.05,73.71,77.01,5.22,39.09,33.53,96.99,2018
"Victoria, Canada",197.09,112.52,67.08,68.18,75.47,6.54,32.07,14.17,92.52,2018
"Luxembourg, Luxembourg",195.15,127.42,71.36,79.04,95.37,10.31,34.88,20.11,82.75,2018
"San Antonio, TX, United States",194.82,154.92,52.67,73.58,60.92,1.92,29.7,41.42,82.67,2018
"Munich, Germany",194.65,118.19,82.55,83.85,84.78,14.97,33.24,18.71,75.31,2018
"Edinburgh, United Kingdom",194.28,104.25,68.6,80.78,79.2,8.24,24.77,20.23,84.01,2018
"Adelaide, Australia",193.68,113.86,65.74,72.47,86.02,5.51,34.28,21.14,94.86,2018
"Austin, TX, United States",193.27,140.39,65.38,74.63,72.46,4.0,38.64,33.61,82.65,2018
"Copenhagen, Denmark",192.9,113.31,78.43,73.81,97.62,8.37,30.76,23.4,83.84,2018
"Columbus, OH, United States",191.3,125.47,54.9,70.19,69.13,2.4,25.63,24.38,71.93,2018
"Dallas, TX, United States",191.08,162.37,54.83,67.12,65.94,2.44,37.61,41.84,82.78,2018
"Perth, Australia",190.0,130.38,56.07,75.76,86.24,6.24,38.97,26.87,95.29,2018
"Geneva, Switzerland",189.65,130.96,73.53,70.15,134.83,10.23,24.05,28.69,81.89,2018
"Cork, Ireland",189.09,105.57,70.81,60.51,82.89,6.28,35.47,15.87,90.41,2018
"Vienna, Austria",188.6,98.88,77.38,77.96,78.64,14.08,26.03,18.97,80.35,2018
"Portland, OR, United States",188.07,125.57,55.59,66.35,78.45,5.06,31.42,26.6,89.56,2018
"Seattle, WA, United States",187.86,144.6,56.29,70.81,88.04,4.96,44.78,31.3,91.69,2018
"Sacramento, CA, United States",187.76,135.14,52.19,73.97,78.75,3.64,24.76,42.44,90.64,2018
"Mangalore, India",187.68,94.53,75.32,78.05,25.46,5.58,33.61,24.9,67.56,2018
"Helsinki, Finland",186.75,113.87,75.58,75.15,87.77,10.99,36.0,13.99,61.33,2018
"Minneapolis, MN, United States",186.38,131.08,50.88,81.01,81.46,2.92,33.0,20.22,51.46,2018
"Tucson, AZ, United States",186.0,138.07,47.38,59.27,63.0,2.34,33.13,23.45,72.66,2018
"Melbourne, Australia",185.84,127.15,57.64,74.94,85.15,9.03,38.41,27.79,94.38,2018
"Calgary, Canada",185.67,146.39,67.6,73.46,76.44,4.45,36.89,25.01,33.41,2018
"Cincinnati, OH, United States",184.35,136.92,51.76,71.23,69.13,2.08,33.13,35.48,73.24,2018
"Reykjavik, Iceland",184.06,88.95,78.22,66.28,123.78,6.95,23.52,13.86,69.55,2018
"Gothenburg, Sweden",183.85,112.1,58.13,68.79,84.38,10.67,20.94,20.23,76.48,2018
"Frankfurt, Germany",183.57,142.76,54.46,68.94,81.65,7.85,26.66,40.58,84.18,2018
"Amsterdam, Netherlands",179.2,101.7,66.33,72.41,89.14,9.89,27.58,30.1,87.17,2018
"Salt Lake City, UT, United States",178.86,148.6,73.79,69.55,66.76,3.52,36.07,59.03,66.87,2018
"Sydney, Australia",178.6,118.81,61.76,74.65,90.77,11.14,43.39,30.1,96.95,2018
"Rotterdam, Netherlands",177.83,102.03,63.64,81.44,82.64,6.16,30.07,40.89,88.02,2018
"Albuquerque, NM, United States",177.22,123.57,31.94,68.23,65.73,2.73,29.74,20.7,67.51,2018
"Hamburg, Germany",176.03,116.06,48.89,79.2,80.75,8.79,32.96,31.37,83.21,2018
"Muscat, Oman",175.31,103.55,72.07,60.3,51.2,4.55,20.16,43.39,67.22,2018
"Abu Dhabi, United Arab Emirates",175.14,131.24,86.37,62.03,64.97,5.0,28.67,51.23,43.89,2018
"San Jose, CA, United States",174.79,134.82,53.39,70.41,82.87,6.74,33.12,51.12,95.02,2018
"Leeds, United Kingdom",174.67,109.59,59.45,80.85,74.92,6.21,32.25,44.57,84.92,2018
"Edmonton, Canada",174.39,131.93,58.28,76.02,76.01,4.26,35.0,26.13,26.58,2018
"Orlando, FL, United States",173.79,129.02,43.3,61.8,76.63,2.63,38.03,36.54,88.44,2018
"Valencia, Spain",172.7,90.71,57.85,83.44,60.33,7.07,32.0,42.37,94.37,2018
"Bursa, Turkey",172.7,55.63,80.27,81.93,40.26,5.87,36.78,37.58,92.64,2018
"Berlin, Germany",172.32,114.09,59.03,75.3,74.32,9.6,32.31,41.32,83.35,2018
"Denver, CO, United States",171.63,130.1,62.22,70.38,77.31,4.44,37.43,41.63,56.89,2018
"Boston, MA, United States",170.98,101.35,67.14,76.95,87.05,10.33,45.83,23.96,72.03,2018
"Taipei, Taiwan",170.83,104.9,80.54,83.42,72.39,17.8,32.97,48.46,87.19,2018
"Halifax, Canada",170.56,95.7,57.23,74.66,82.03,5.4,32.21,24.22,58.99,2018
"Auckland, New Zealand",170.18,99.37,53.77,72.76,86.93,11.09,40.57,28.21,99.95,2018
"Vancouver, Canada",169.41,96.77,64.04,72.73,75.59,16.02,41.25,25.02,91.43,2018
"Tallinn, Estonia",169.3,74.02,79.54,69.16,60.51,9.91,36.86,21.83,63.61,2018
"Atlanta, GA, United States",168.22,153.77,35.01,64.42,74.97,2.55,46.51,49.74,89.74,2018
"Ljubljana, Slovenia",168.19,74.7,75.03,65.24,65.47,12.31,27.85,26.93,76.3,2018
"Tokyo, Japan",168.07,106.42,83.14,79.03,93.81,13.78,43.64,46.87,85.64,2018
"Montreal, Canada",167.59,120.29,66.6,62.42,69.18,6.44,39.29,34.43,51.5,2018
"Houston, TX, United States",167.14,145.38,39.14,72.12,70.37,2.28,43.25,55.77,86.08,2018
"Hamilton, Canada",166.24,122.71,55.01,82.37,65.26,6.86,36.76,48.47,62.35,2018
"Las Vegas, NV, United States",165.66,148.81,44.83,56.95,70.97,2.25,31.2,50.57,58.8,2018
"Dubai, United Arab Emirates",165.59,123.71,80.97,64.27,72.58,4.66,38.25,53.7,50.27,2018
"Stockholm, Sweden",164.16,108.2,52.42,67.61,90.85,15.56,38.98,17.19,69.67,2018
"Washington, DC, United States",163.31,120.62,42.5,70.41,91.94,5.44,43.88,38.22,83.11,2018
"Toronto, Canada",162.56,106.83,64.6,74.34,75.22,10.66,42.59,37.73,67.25,2018
"Baltimore, MD, United States",162.54,116.79,29.76,82.29,76.57,2.54,36.37,46.95,83.14,2018
"Brno, Czech Republic",161.92,73.86,71.62,76.36,50.29,11.92,26.68,44.15,77.25,2018
"Honolulu, HI, United States",161.81,103.08,58.27,66.93,94.15,8.99,42.0,41.5,95.23,2018
"Prague, Czech Republic",160.31,77.13,72.45,73.62,53.84,16.19,33.97,36.8,80.62,2018
"Oslo, Norway",159.41,102.94,55.99,72.77,117.23,12.23,37.41,24.32,59.99,2018
"Seoul, South Korea",158.98,107.52,64.84,85.73,87.56,18.12,38.77,40.32,67.2,2018
"Gdansk, Poland",158.57,72.77,58.55,62.37,49.01,10.26,28.91,28.71,71.99,2018
"Doha, Qatar",158.5,120.86,85.52,70.26,66.12,4.93,34.78,70.41,45.48,2018
"Zagreb, Croatia",158.15,64.19,73.99,65.48,58.0,11.47,33.46,35.85,81.58,2018
"Porto, Portugal",157.47,63.31,56.93,73.9,54.92,10.94,31.5,38.99,96.87,2018
"Madrid, Spain",156.69,96.36,58.62,79.24,67.63,9.64,36.74,54.78,85.3,2018
"Cluj-Napoca, Romania",156.16,59.81,76.97,62.86,40.51,12.27,28.64,37.56,72.83,2018
"San Francisco, CA, United States",155.41,92.96,50.84,72.63,97.84,12.3,43.21,37.42,97.16,2018
"Lisbon, Portugal",155.28,58.48,66.47,68.82,57.69,13.94,35.68,36.29,98.59,2018
"Phoenix, AZ, United States",155.2,139.29,43.27,69.25,66.87,2.83,30.16,63.96,52.13,2018
"Philadelphia, PA, United States",154.23,116.06,41.47,72.05,83.46,3.15,47.04,49.61,78.99,2018
"Bratislava, Slovakia",154.15,72.75,69.31,63.16,53.64,12.16,32.09,42.04,80.16,2018
"Chicago, IL, United States",153.7,119.17,34.63,64.84,80.16,3.7,45.22,38.87,69.04,2018
"Miami, FL, United States",153.69,97.81,45.81,64.08,86.01,5.76,43.68,39.5,85.67,2018
"Vilnius, Lithuania",153.47,56.97,69.1,68.27,54.26,14.5,28.63,28.34,65.88,2018
"Cape Town, South Africa",153.34,94.27,30.12,74.17,47.55,6.74,46.61,40.54,98.19,2018
"Riyadh, Saudi Arabia",152.06,129.2,66.65,66.93,48.21,2.73,37.78,72.22,44.65,2018
"Brussels, Belgium",151.72,104.35,48.69,78.39,83.65,7.03,32.65,63.29,84.56,2018
"Singapore, Singapore",150.45,95.89,83.77,69.61,91.4,22.2,45.99,33.94,57.99,2018
"Manchester, United Kingdom",150.33,98.91,44.11,77.42,77.15,7.12,40.93,54.07,87.28,2018
"Tel Aviv-Yafo, Israel",147.36,101.36,59.63,74.27,90.36,21.82,40.57,49.25,93.83,2018
"Izmir, Turkey",147.21,54.57,73.03,74.47,40.97,8.14,37.88,62.75,96.29,2018
"Dublin, Ireland",147.02,88.11,49.36,51.23,89.92,9.88,39.69,35.22,86.4,2018
"Winnipeg, Canada",146.65,114.61,45.7,67.12,71.22,3.95,33.35,44.73,26.04,2018
"Regina, Canada",146.42,109.12,45.33,68.39,72.85,4.53,25.89,41.43,15.4,2018
"Timisoara, Romania",146.23,59.09,76.66,65.99,41.62,10.27,25.13,62.96,80.5,2018
"Detroit, MI, United States",145.97,131.62,28.57,56.72,70.2,1.04,47.42,52.14,68.64,2018
"Los Angeles, CA, United States",145.41,109.01,51.57,64.26,82.3,8.42,47.42,61.93,95.9,2018
"Warsaw, Poland",143.52,77.31,66.55,61.35,48.31,11.38,38.37,51.92,74.39,2018
"Johannesburg, South Africa",142.3,125.99,21.14,61.41,50.02,2.52,44.92,65.58,91.42,2018
"Minsk, Belarus",141.32,43.77,74.12,59.34,35.3,15.05,29.24,37.84,64.33,2018
"Riga, Latvia",140.25,53.77,62.04,55.3,54.87,10.86,35.22,37.95,74.57,2018
"Durban, South Africa",139.07,96.43,20.79,46.26,46.3,3.22,31.82,54.84,95.75,2018
"Monterrey, Mexico",138.78,84.22,49.44,58.56,38.45,5.83,31.48,66.64,80.37,2018
"Novi Sad, Serbia",138.68,48.41,55.88,51.86,38.9,15.52,19.44,42.03,83.34,2018
"New York, NY, United States",138.44,100.0,55.32,63.51,100.0,12.34,44.39,55.7,81.13,2018
"Guadalajara, Mexico",137.82,71.87,45.8,76.72,34.19,5.58,43.12,67.35,92.83,2018
"Wroclaw, Poland",137.75,74.19,58.75,57.83,46.27,9.16,35.13,58.63,78.03,2018
"Iasi, Romania",136.31,51.29,73.31,59.55,39.81,11.94,29.71,57.38,73.04,2018
"Barcelona, Spain",135.19,77.27,54.16,71.95,69.75,13.99,31.93,69.84,95.73,2018
"Thessaloniki, Greece",135.18,48.72,65.83,61.27,64.94,9.52,24.26,64.57,88.39,2018
"Jeddah (Jiddah), Saudi Arabia",134.03,113.18,51.19,56.7,51.0,3.48,39.21,78.96,63.92,2018
"Turin, Italy",133.55,85.62,43.69,69.89,74.94,8.32,27.44,74.49,86.08,2018
"Pune, India",132.8,99.44,58.22,66.11,29.66,8.51,44.73,80.19,74.32,2018
"Curitiba, Brazil",132.66,46.26,34.63,60.9,49.43,12.16,36.88,37.79,99.63,2018
"Pretoria, South Africa",132.61,108.14,21.48,65.83,53.19,2.15,51.45,69.66,95.76,2018
"Krakow (Cracow), Poland",132.39,73.59,64.02,62.73,45.79,11.58,30.18,70.53,72.38,2018
"Ankara, Turkey",131.85,56.89,56.56,69.91,41.21,7.05,34.43,73.66,91.02,2018
"Hyderabad, India",130.77,80.9,62.01,68.65,26.92,6.52,42.95,81.23,74.39,2018
"Paris, France",128.54,97.62,47.05,73.09,92.87,17.68,42.91,66.5,88.44,2018
"Brasilia, Brazil",128.31,49.33,35.56,46.98,53.84,16.38,34.71,32.92,99.21,2018
"Bangalore, India",128.22,100.26,50.33,66.96,30.34,7.68,52.84,83.75,87.41,2018
"Milan, Italy",126.1,71.94,55.03,72.79,85.1,17.86,39.58,63.85,88.26,2018
"Sofia, Bulgaria",125.65,60.66,55.41,52.53,43.11,9.57,32.99,62.77,74.65,2018
"Budapest, Hungary",125.49,55.54,63.04,49.79,51.0,14.1,36.98,54.57,77.71,2018
"London, United Kingdom",124.8,92.61,52.25,67.75,88.69,22.19,48.38,59.56,88.44,2018
"Buenos Aires, Argentina",123.49,60.03,37.59,71.25,56.05,12.98,47.89,57.04,98.22,2018
"Bucharest, Romania",122.89,58.75,71.12,54.72,44.38,10.58,39.64,72.08,74.49,2018
"Coimbatore, India",122.54,53.23,60.24,68.36,24.61,10.2,52.47,65.7,79.44,2018
"Ahmedabad, India",121.53,73.59,59.51,67.36,28.67,7.74,42.35,73.38,48.31,2018
"Athens, Greece",120.62,52.86,50.44,51.09,64.67,10.74,37.76,62.74,95.22,2018
"Tbilisi, Georgia",117.54,35.61,80.19,55.22,29.73,12.81,39.6,76.87,83.8,2018
"Yerevan, Armenia",117.0,32.52,70.12,49.54,34.12,14.52,28.96,59.27,63.11,2018
"Gurgaon, India",116.76,110.97,35.01,72.37,34.9,7.57,43.37,91.8,59.58,2018
"Istanbul, Turkey",116.5,54.57,49.65,67.89,44.73,12.38,55.03,67.11,95.38,2018
"Belgrade, Serbia",114.94,40.25,63.05,54.14,43.99,21.69,32.3,60.16,84.02,2018
"Medellin, Colombia",113.74,29.33,54.61,76.98,35.87,20.35,42.11,66.53,99.76,2018
"Sarajevo, Bosnia And Herzegovina",113.52,48.89,53.25,54.66,42.5,13.3,30.4,70.87,76.41,2018
"Davao, Philippines",113.28,28.86,71.21,73.46,33.67,23.52,30.67,60.83,58.57,2018
"Santiago, Chile",112.37,50.65,50.34,63.94,56.85,15.01,36.38,74.73,90.21,2018
"Saint Petersburg, Russia",112.0,56.75,59.15,61.56,46.41,13.44,49.59,64.37,62.68,2018
"Chennai, India",111.19,72.34,57.88,70.09,28.42,13.65,45.56,80.77,55.17,2018
"Hong Kong, Hong Kong",110.28,82.86,79.1,63.81,78.72,41.08,41.26,69.35,83.64,2018
"Amman, Jordan",110.12,41.83,58.01,71.04,58.47,7.86,53.31,79.75,88.48,2018
"Rome, Italy",109.84,72.78,45.66,59.5,78.8,20.48,46.88,67.5,92.71,2018
"Porto Alegre, Brazil",109.11,46.35,22.93,57.58,53.88,12.58,40.86,57.56,98.54,2018
"Montevideo, Uruguay",108.47,35.71,44.11,61.44,67.18,18.18,43.32,57.76,97.87,2018
"Kuala Lumpur, Malaysia",106.67,80.73,31.77,62.4,46.28,11.14,42.14,72.97,57.04,2018
"Panama City, Panama",104.5,38.24,51.65,57.56,57.23,13.19,37.5,67.94,69.92,2018
"Beirut, Lebanon",104.39,52.68,50.09,69.42,65.03,17.43,33.33,90.3,93.94,2018
"Lviv, Ukraine",103.65,26.88,60.08,55.61,25.31,20.18,42.24,58.14,69.61,2018
"Almaty, Kazakhstan",103.25,46.81,49.94,56.05,36.05,12.13,29.71,77.55,58.3,2018
"Skopje, North Macedonia",102.89,41.99,54.35,62.47,38.51,15.09,33.75,83.53,76.3,2018
"Lahore, Pakistan",101.52,51.44,53.1,61.81,29.53,15.63,43.26,78.94,67.52,2018
"Mexico City, Mexico",100.72,64.03,33.43,65.07,37.54,11.04,51.7,86.67,92.37,2018
"Kharkiv, Ukraine",100.48,27.19,53.23,43.04,24.85,16.55,36.93,57.1,63.99,2018
"Kiev (Kyiv), Ukraine",100.33,37.48,52.1,53.2,27.52,17.39,37.8,68.85,68.86,2018
"Bogota, Colombia",99.9,42.03,38.42,67.43,38.99,18.66,49.53,72.27,97.21,2018
"Moscow, Russia",98.58,59.58,54.02,57.42,51.82,19.89,54.08,62.25,55.16,2018
"Baku, Azerbaijan",98.48,29.19,73.25,36.67,31.31,19.71,33.34,82.47,90.02,2018
"Bangkok, Thailand",98.18,44.94,52.94,81.83,55.79,20.88,44.9,74.34,58.39,2018
"Belo Horizonte, Brazil",95.4,35.32,30.91,56.89,50.41,19.98,52.37,57.97,98.74,2018
"Yekaterinburg, Russia",95.25,52.61,50.05,68.63,42.05,10.47,38.12,77.39,21.17,2018
"Colombo, Sri Lanka",93.98,27.62,62.52,76.28,37.72,26.02,58.22,59.48,59.11,2018
"Delhi, India",89.37,78.33,40.66,64.76,32.14,15.41,55.4,92.25,58.9,2018
"Mumbai, India",88.75,73.49,55.48,64.7,32.59,28.17,58.44,86.16,71.48,2018
"Kolkata, India",88.6,56.3,50.29,55.05,27.99,12.1,65.53,79.76,59.24,2018
"Lima, Peru",86.25,39.55,31.56,56.51,43.92,16.84,44.0,85.9,97.62,2018
"Tehran, Iran",82.39,43.28,46.21,52.23,37.8,13.85,54.48,85.84,69.54,2018
"Karachi, Pakistan",82.09,39.06,37.8,58.22,27.1,11.05,45.22,94.51,70.96,2018
"Ho Chi Minh City, Vietnam",80.27,36.92,43.5,55.62,41.28,17.33,30.22,94.6,63.44,2018
"Jakarta, Indonesia",78.68,34.8,46.86,61.24,46.47,17.6,54.26,82.32,63.3,2018
"Shanghai, China",78.2,66.16,56.03,59.69,56.16,42.84,46.62,84.29,83.41,2018
"Sao Paulo, Brazil",76.62,40.03,27.59,53.15,56.83,20.74,48.91,84.96,99.17,2018
"Cairo, Egypt",76.01,25.27,44.12,43.71,26.49,12.5,49.64,94.74,88.45,2018
"Manila, Philippines",74.58,43.04,40.83,66.84,42.4,16.88,56.1,91.03,60.2,2018
"Rio de Janeiro, Brazil",72.14,39.15,23.02,42.0,57.14,21.31,54.62,69.93,87.38,2018
"Beijing, China",63.2,76.61,51.91,64.14,46.09,48.13,48.58,91.9,57.7,2018
"Dhaka, Bangladesh",61.58,37.72,29.43,39.95,33.64,14.07,55.53,94.15,71.29,2018
"Nairobi, Kenya",20.29,27.87,40.06,59.6,42.06,83.32,56.09,78.62,99.79,2018
"Caracas, Venezuela",0.0,3.72,17.45,38.02,33.64,213.26,47.2,77.12,99.93,2018
"Canberra, Australia",224.3,146.53,78.66,79.91,69.73,5.44,22.93,13.95,82.72,2019
"Eindhoven, Netherlands",216.39,127.31,74.89,85.62,71.79,4.48,21.38,18.52,85.38,2019
"Raleigh, NC, United States",216.05,160.35,69.43,74.93,70.06,2.58,33.51,21.59,83.88,2019
"Adelaide, Australia",206.65,126.41,67.84,74.2,67.47,4.43,29.75,19.67,94.96,2019
"Zurich, Switzerland",204.42,139.94,81.73,75.0,126.87,9.46,33.63,15.94,81.48,2019
"Madison, WI, United States",204.36,136.4,72.41,79.58,63.48,3.3,23.88,20.78,51.64,2019
"Brisbane, Australia",202.9,130.82,65.7,82.21,69.78,6.5,41.0,20.8,98.07,2019
"Wellington, New Zealand",201.96,107.79,71.02,72.85,72.36,7.32,27.33,15.21,97.68,2019
"Columbus, OH, United States",195.88,127.33,57.64,75.28,65.79,2.31,25.21,24.37,71.29,2019
"Charlotte, NC, United States",195.85,145.53,54.83,75.0,75.63,2.4,38.02,28.22,84.05,2019
"Ottawa, Canada",194.97,130.21,75.58,74.58,65.19,4.82,32.53,17.93,44.46,2019
"Victoria, Canada",194.79,99.83,68.01,72.13,67.22,7.74,27.05,16.28,92.52,2019
"Copenhagen, Denmark",194.51,109.33,76.17,77.12,84.59,8.85,28.89,21.47,83.74,2019
"Perth, Australia",194.31,130.69,56.33,77.13,73.61,6.35,37.18,24.86,95.71,2019
"Luxembourg, Luxembourg",193.24,112.79,74.51,78.1,89.64,10.69,33.65,17.15,82.62,2019
"Vienna, Austria",193.07,98.23,77.45,79.05,69.12,12.73,24.76,16.99,80.35,2019
"San Diego, CA, United States",192.68,136.48,63.82,71.77,72.67,6.01,36.81,34.82,97.08,2019
"Austin, TX, United States",192.57,143.76,65.4,70.58,69.94,4.03,35.07,36.97,82.01,2019
"San Jose, CA, United States",192.57,172.52,58.04,68.83,76.36,6.1,34.42,50.85,95.53,2019
"Quebec City, Canada",190.79,131.85,85.28,67.14,64.5,3.56,30.52,33.25,47.98,2019
"Edinburgh, United Kingdom",190.43,102.18,69.13,80.38,69.5,8.7,27.66,23.54,84.01,2019
"Reykjavik, Iceland",190.37,93.11,79.29,67.66,102.2,6.45,20.04,14.73,68.81,2019
"Dallas, TX, United States",188.66,158.15,50.48,66.33,66.95,2.36,36.14,39.8,81.85,2019
"Munich, Germany",188.48,110.33,83.02,80.66,73.37,16.11,33.16,22.08,75.98,2019
"Seattle, WA, United States",188.21,139.2,55.32,72.51,84.16,6.16,42.99,27.96,91.73,2019
"Geneva, Switzerland",187.84,126.36,72.11,69.92,118.87,10.34,24.81,29.44,82.61,2019
"Portland, OR, United States",187.61,123.51,54.77,70.31,74.93,4.93,33.22,27.19,89.56,2019
"Cork, Ireland",186.62,100.71,69.84,54.61,72.43,4.48,32.73,18.41,89.78,2019
"Helsinki, Finland",186.4,105.32,77.42,73.93,78.33,12.39,32.08,13.01,62.79,2019
"San Antonio, TX, United States",186.37,135.39,53.89,69.24,61.87,2.24,29.19,39.4,80.58,2019
"Kansas City, MO, United States",185.36,135.13,39.77,75.25,68.81,2.08,24.54,33.71,75.08,2019
"Gothenburg, Sweden",185.31,112.94,56.49,71.1,71.49,10.65,23.85,18.99,77.49,2019
"Spokane, WA, United States",185.17,121.07,49.35,59.86,65.35,3.18,24.17,18.67,67.12,2019
"Jacksonville, FL, United States",185.15,133.31,41.71,74.83,69.0,2.03,35.19,32.56,87.81,2019
"Sacramento, CA, United States",183.61,131.2,51.41,70.71,77.76,3.71,26.58,42.46,90.64,2019
"Melbourne, Australia",183.33,120.94,55.67,75.18,72.11,9.14,39.22,27.63,94.3,2019
"Glasgow, United Kingdom",183.26,110.77,55.14,84.35,64.25,6.05,36.27,30.0,84.78,2019
"Calgary, Canada",183.08,131.66,68.61,76.24,68.4,5.23,32.89,25.35,33.09,2019
"Tampa, FL, United States",182.85,123.8,52.2,66.69,70.46,3.18,36.33,28.93,84.67,2019
"Oakland, CA, United States",182.68,134.28,35.89,80.4,84.24,6.14,32.36,33.78,96.4,2019
"Stuttgart, Germany",181.75,121.8,74.78,71.98,66.6,10.05,32.05,41.15,81.07,2019
"Minneapolis, MN, United States",181.51,125.9,51.28,80.03,75.33,3.11,33.38,23.49,49.46,2019
"The Hague (Den Haag), Netherlands",181.01,93.16,70.58,78.68,76.41,7.32,42.0,25.89,90.61,2019
"Boston, MA, United States",181.01,121.89,66.79,75.6,82.68,8.48,43.36,25.29,71.73,2019
"Saint Louis, MO, United States",180.96,137.4,32.84,79.39,66.77,2.38,27.5,36.42,74.75,2019
"Salt Lake City, UT, United States",179.53,144.68,74.8,70.19,63.38,3.63,34.72,58.0,66.52,2019
"Sydney, Australia",178.92,120.47,61.46,72.76,78.39,11.02,43.7,31.13,97.07,2019
"Cincinnati, OH, United States",178.51,126.99,48.93,68.5,63.48,2.4,26.61,39.77,73.24,2019
"Mississauga, Canada",178.41,121.14,56.41,68.16,65.05,8.23,30.81,22.41,58.72,2019
"Rotterdam, Netherlands",178.32,104.49,63.89,81.3,70.59,6.69,30.35,42.48,87.89,2019
"Albuquerque, NM, United States",178.03,122.06,31.37,72.22,64.2,3.05,26.44,22.54,67.06,2019
"Valencia, Spain",178.01,86.91,69.84,82.1,54.06,7.66,27.1,43.76,93.84,2019
"Hamburg, Germany",177.64,108.24,53.39,78.98,72.84,9.76,31.36,28.2,82.75,2019
"Nashville, TN, United States",177.5,134.42,52.04,62.05,67.5,3.09,35.71,40.64,83.02,2019
"Cologne, Germany",177.21,125.17,58.71,76.91,67.19,9.21,37.95,39.53,84.85,2019
"Bristol, United Kingdom",176.87,111.48,60.41,73.24,69.07,8.16,27.91,41.55,88.51,2019
"San Francisco, CA, United States",175.88,134.05,51.03,71.19,91.67,9.26,44.56,35.15,97.26,2019
"Tallinn, Estonia",175.51,75.29,79.48,70.65,52.8,9.65,28.56,22.23,64.28,2019
"Tucson, AZ, United States",175.03,115.99,48.47,59.18,67.99,2.62,32.16,27.0,72.66,2019
"Leeds, United Kingdom",175.02,113.13,57.38,83.89,65.1,6.8,32.13,46.94,84.59,2019
"Kelowna, Canada",174.26,105.57,51.81,71.3,66.99,5.36,29.3,23.34,59.65,2019
"Dubai, United Arab Emirates",174.04,133.54,82.96,66.51,55.09,3.85,39.72,52.5,50.27,2019
"Amsterdam, Netherlands",173.29,96.16,65.52,70.74,80.88,11.31,30.93,30.77,87.45,2019
"Frankfurt, Germany",172.95,119.06,55.88,72.39,70.81,11.07,27.46,41.88,84.72,2019
"Edmonton, Canada",172.9,119.88,58.28,78.08,65.23,4.44,30.59,29.8,32.11,2019
"Orlando, FL, United States",172.42,115.68,44.49,65.3,69.38,2.96,37.08,34.29,87.23,2019
"Abu Dhabi, United Arab Emirates",172.29,106.6,89.03,68.74,62.64,5.78,26.53,47.52,43.89,2019
"Halifax, Canada",172.05,96.73,57.89,71.09,68.86,6.11,28.86,24.38,58.99,2019
"Auckland, New Zealand",171.51,96.88,54.0,74.91,76.98,11.81,37.84,28.62,99.89,2019
"Vancouver, Canada",171.25,91.45,63.71,73.76,67.88,16.18,37.32,23.17,91.15,2019
"Ljubljana, Slovenia",171.22,72.81,77.24,63.55,54.94,13.38,25.4,24.13,77.14,2019
"Tokyo, Japan",171.18,102.66,83.49,80.65,88.45,13.39,40.61,44.65,85.26,2019
"Pittsburgh, PA, United States",171.14,109.13,63.99,74.87,74.79,2.21,39.5,43.59,72.13,2019
"Houston, TX, United States",171.0,146.52,39.09,72.27,63.62,2.2,42.21,52.36,85.53,2019
"Atlanta, GA, United States",169.9,145.47,36.37,64.21,72.26,2.93,44.22,44.7,89.73,2019
"Denver, CO, United States",169.82,126.76,57.85,70.96,70.72,4.79,35.21,41.23,56.28,2019
"Gent, Belgium",168.62,90.1,75.08,83.72,73.71,9.04,43.13,45.07,88.72,2019
"Muscat, Oman",168.09,88.69,75.47,58.96,48.92,10.54,18.61,39.54,67.22,2019
